Iteration	Posterior	Likelihood	Prior	TreeLength	OmegaCount	K	R	Pi[0]	Pi[1]	Pi[2]	Pi[3]	Pi[4]	Pi[5]	Pi[6]	Pi[7]	Pi[8]	Pi[9]	Pi[10]	Pi[11]	Pi[12]	Pi[13]	Pi[14]	Pi[15]	Pi[16]	Pi[17]	Pi[18]	Pi[19]	Pi[20]	Pi[21]	Pi[22]	Pi[23]	Pi[24]	Pi[25]	Pi[26]	Pi[27]	Pi[28]	Pi[29]	Pi[30]	Pi[31]	Pi[32]	Pi[33]	Pi[34]	Pi[35]	Pi[36]	Pi[37]	Pi[38]	Pi[39]	Pi[40]	Pi[41]	Pi[42]	Pi[43]	Pi[44]	Pi[45]	Pi[46]	Pi[47]	Pi[48]	Pi[49]	Pi[50]	Pi[51]	Pi[52]	Pi[53]	Pi[54]	Pi[55]	Pi[56]	Pi[57]	Pi[58]	Pi[59]	Pi[60]
41500	-6193.571151	-6856.088608	662.517457	32.180713	3.000000	1.461162	0.319256	0.011447	0.027257	0.036679	0.009117	0.008080	0.032947	0.002330	0.013128	0.002660	0.030824	0.004135	0.008929	0.001319	0.022712	0.018911	0.011677	0.011215	0.039812	0.016523	0.018334	0.008936	0.016018	0.002358	0.016665	0.003498	0.008189	0.002208	0.016343	0.004752	0.016493	0.047164	0.010317	0.021758	0.019681	0.023987	0.020951	0.009203	0.079594	0.013286	0.050545	0.009228	0.024056	0.005087	0.016919	0.003192	0.016209	0.020941	0.010691	0.013618	0.004587	0.015531	0.026427	0.002959	0.022247	0.012641	0.006043	0.012170	0.001543	0.028826	0.010593	0.016511
41600	-6212.409210	-6826.097743	613.688533	31.699992	3.000000	1.538771	0.301519	0.011561	0.028046	0.038225	0.009207	0.007471	0.025094	0.002353	0.013258	0.008001	0.031130	0.005518	0.012469	0.001332	0.022937	0.019098	0.013312	0.012435	0.037520	0.017072	0.017231	0.007742	0.012150	0.005698	0.016830	0.002721	0.009949	0.002230	0.012102	0.004273	0.010246	0.044311	0.010642	0.021229	0.019877	0.024225	0.016832	0.009294	0.076546	0.013418	0.051726	0.012688	0.024295	0.005674	0.015980	0.003223	0.016370	0.024025	0.009439	0.013753	0.004632	0.015685	0.026690	0.002787	0.017110	0.021086	0.013680	0.009909	0.002109	0.032433	0.005986	0.017134
41700	-6221.343395	-6848.249782	626.906387	31.146521	3.000000	1.373842	0.273100	0.012725	0.028305	0.035633	0.008583	0.008416	0.027044	0.004344	0.012359	0.008116	0.025261	0.005918	0.017087	0.001242	0.023611	0.016060	0.012409	0.008928	0.039821	0.022143	0.016062	0.011963	0.023411	0.005312	0.015697	0.002537	0.009274	0.000677	0.011282	0.003983	0.013009	0.052813	0.009920	0.019789	0.018529	0.020884	0.014091	0.008664	0.070408	0.012508	0.048218	0.011001	0.030420	0.004832	0.014897	0.002561	0.015260	0.025481	0.009073	0.012203	0.011417	0.009316	0.026473	0.002350	0.017682	0.019915	0.012753	0.006052	0.001966	0.028008	0.013924	0.017381
41800	-6232.335292	-6855.692573	623.357281	35.062188	3.000000	1.656488	0.238836	0.012974	0.024321	0.035588	0.008572	0.009038	0.027011	0.004259	0.012344	0.008105	0.025230	0.005910	0.008452	0.001131	0.019249	0.011946	0.012394	0.008917	0.041937	0.021564	0.018935	0.011948	0.023382	0.008545	0.015678	0.004014	0.012754	0.000676	0.011673	0.003978	0.012992	0.052747	0.009908	0.019764	0.018506	0.027920	0.014073	0.008653	0.075243	0.012493	0.048158	0.010988	0.022103	0.004826	0.014878	0.002558	0.019787	0.025333	0.009061	0.010051	0.003156	0.007590	0.026440	0.002347	0.017660	0.019364	0.007591	0.010814	0.001395	0.038682	0.013906	0.020489
41900	-6244.512623	-6867.288448	622.775825	30.635154	3.000000	1.561246	0.234236	0.011932	0.023269	0.034048	0.008201	0.008647	0.040671	0.004075	0.013484	0.006906	0.025849	0.004578	0.013407	0.001082	0.018416	0.018837	0.011857	0.011106	0.045206	0.017028	0.018115	0.010226	0.022370	0.002830	0.008221	0.006768	0.011777	0.000647	0.011168	0.003806	0.015186	0.056414	0.010350	0.015352	0.021401	0.020090	0.015433	0.014961	0.071987	0.011952	0.046074	0.011837	0.029660	0.009158	0.014234	0.003003	0.016923	0.024237	0.009614	0.009616	0.005161	0.008502	0.023350	0.002245	0.016896	0.017789	0.009222	0.006678	0.001335	0.036312	0.013304	0.017196
42000	-6234.935041	-6843.139584	608.204542	33.139466	3.000000	1.604322	0.236696	0.013460	0.031480	0.036741	0.010514	0.007840	0.034326	0.003992	0.012266	0.006767	0.025327	0.010367	0.011526	0.001175	0.018044	0.012800	0.014727	0.010881	0.044292	0.022366	0.015059	0.007332	0.016192	0.004328	0.007376	0.006631	0.009543	0.002569	0.013325	0.003380	0.013632	0.055273	0.009121	0.020537	0.022638	0.026213	0.016296	0.014658	0.069673	0.011710	0.046215	0.015266	0.031235	0.006853	0.018520	0.002942	0.014916	0.030991	0.009419	0.009550	0.008183	0.009014	0.022877	0.002324	0.016554	0.017052	0.007668	0.006543	0.001308	0.022250	0.010422	0.015520
42100	-6231.291457	-6859.294669	628.003212	29.296900	3.000000	1.495238	0.281272	0.013197	0.028843	0.036026	0.010900	0.010193	0.030521	0.005698	0.012807	0.009684	0.028915	0.006391	0.012376	0.001152	0.029728	0.012551	0.014440	0.010670	0.045267	0.018107	0.013298	0.009168	0.014013	0.005307	0.009425	0.007340	0.009296	0.002039	0.006530	0.004515	0.013366	0.054197	0.003410	0.018128	0.022197	0.026902	0.016693	0.014373	0.068317	0.013901	0.047502	0.014135	0.030627	0.007501	0.013356	0.003281	0.018457	0.030388	0.009236	0.013287	0.009663	0.008838	0.022830	0.002279	0.016232	0.016356	0.007089	0.006416	0.001555	0.025655	0.010219	0.015218
42200	-6225.645060	-6850.404059	624.758999	30.194372	3.000000	1.786229	0.240226	0.012894	0.026029	0.035287	0.010002	0.009959	0.029537	0.002146	0.012513	0.007536	0.021031	0.006114	0.017746	0.001934	0.020119	0.012263	0.013524	0.015515	0.051241	0.015392	0.018831	0.007845	0.014618	0.006062	0.011137	0.007760	0.010245	0.003742	0.009477	0.004033	0.013059	0.040428	0.008638	0.018209	0.021687	0.026284	0.016122	0.014241	0.077330	0.009573	0.049346	0.011489	0.026281	0.007328	0.016561	0.003205	0.019035	0.031095	0.009024	0.014524	0.010626	0.010360	0.025350	0.003846	0.013172	0.016323	0.013577	0.010745	0.000624	0.025065	0.009984	0.012338
42300	-6213.721955	-6841.427470	627.705515	33.194173	3.000000	1.549344	0.232580	0.018277	0.032675	0.035847	0.014306	0.010360	0.030006	0.002180	0.007431	0.007345	0.025538	0.006211	0.006354	0.001504	0.022780	0.020883	0.011809	0.015369	0.041715	0.015636	0.015176	0.008930	0.012280	0.007117	0.009641	0.004133	0.010469	0.003127	0.009627	0.004097	0.014296	0.050298	0.009809	0.018498	0.017434	0.022413	0.019812	0.009469	0.068234	0.010755	0.058749	0.015927	0.026698	0.006861	0.016521	0.003051	0.016377	0.034920	0.011524	0.008385	0.007870	0.010525	0.025753	0.003084	0.016969	0.016783	0.007185	0.011494	0.000389	0.025267	0.010483	0.013342
42400	-6234.866202	-6854.760585	619.894383	34.525354	3.000000	1.466435	0.180347	0.011587	0.024826	0.035612	0.015176	0.010292	0.031715	0.002166	0.015332	0.007297	0.024402	0.007068	0.012545	0.001448	0.022631	0.012925	0.012269	0.017601	0.041441	0.014004	0.018877	0.008242	0.013922	0.002901	0.009578	0.000418	0.010401	0.002852	0.021411	0.003313	0.013555	0.052364	0.009279	0.017244	0.020650	0.018090	0.016440	0.009135	0.080607	0.011834	0.058363	0.013025	0.024981	0.006816	0.014128	0.003031	0.018815	0.033346	0.011449	0.009050	0.007818	0.011164	0.020408	0.003064	0.021730	0.011982	0.008110	0.011419	0.000386	0.025959	0.009671	0.013840
42500	-6210.918231	-6834.027140	623.108909	33.265469	3.000000	1.631879	0.216523	0.012395	0.026558	0.038097	0.016235	0.008132	0.033928	0.002317	0.016402	0.007460	0.023252	0.007561	0.007458	0.001549	0.025957	0.012507	0.013125	0.013171	0.034328	0.016072	0.020194	0.006155	0.016819	0.005593	0.010246	0.000447	0.011126	0.002032	0.008670	0.004848	0.015654	0.055963	0.006037	0.017289	0.022091	0.019352	0.017678	0.016765	0.069821	0.012660	0.062436	0.008018	0.026724	0.003252	0.014381	0.003243	0.014799	0.031153	0.012330	0.009381	0.008364	0.011943	0.026077	0.006588	0.023246	0.012818	0.008676	0.007457	0.000589	0.027770	0.010346	0.014461
42600	-6211.434234	-6849.322694	637.888460	34.231146	3.000000	1.609706	0.168629	0.012100	0.021694	0.034194	0.011641	0.010728	0.033228	0.002262	0.013184	0.005920	0.033042	0.005738	0.014619	0.002552	0.025338	0.012209	0.016054	0.008979	0.033510	0.015689	0.019713	0.006008	0.015402	0.005460	0.010405	0.001679	0.010524	0.001239	0.007883	0.004733	0.017636	0.054630	0.006176	0.017516	0.016301	0.025101	0.017530	0.016365	0.068158	0.012358	0.060949	0.011665	0.027299	0.006678	0.014673	0.002136	0.018673	0.030411	0.012037	0.005833	0.010216	0.011058	0.032828	0.004947	0.020867	0.015075	0.008565	0.007941	0.000575	0.027109	0.008623	0.014348
42700	-6205.941174	-6837.744113	631.802939	32.304875	3.000000	1.406077	0.188254	0.011500	0.031430	0.035152	0.006008	0.011949	0.031579	0.003199	0.018502	0.004250	0.031403	0.009241	0.014054	0.001421	0.024081	0.011603	0.015258	0.009416	0.039081	0.014911	0.018735	0.005710	0.014638	0.005057	0.016540	0.001595	0.010002	0.001177	0.011376	0.003376	0.016761	0.051920	0.007410	0.025957	0.024019	0.023856	0.018470	0.015553	0.066134	0.009435	0.043566	0.010506	0.027808	0.006347	0.013945	0.002240	0.015817	0.028338	0.011440	0.011361	0.011264	0.009449	0.027282	0.002622	0.019991	0.015571	0.012969	0.007547	0.000546	0.027801	0.008195	0.013636
42800	-6229.803119	-6871.261402	641.458283	30.935869	3.000000	1.301070	0.191892	0.013530	0.026578	0.028170	0.013465	0.009372	0.038720	0.003292	0.011153	0.007369	0.027125	0.006256	0.012998	0.003843	0.024190	0.011755	0.018260	0.007849	0.041017	0.015346	0.015029	0.005877	0.015065	0.007071	0.017023	0.006010	0.010293	0.002238	0.014749	0.003475	0.011717	0.045971	0.007626	0.026714	0.018925	0.021168	0.019009	0.009943	0.070823	0.010754	0.053984	0.017621	0.028619	0.006532	0.015122	0.002266	0.014107	0.029165	0.009153	0.009353	0.011593	0.011305	0.028788	0.005440	0.016901	0.014094	0.013347	0.007767	0.001076	0.022017	0.007948	0.014034
42900	-6210.121182	-6844.746649	634.625467	31.374898	3.000000	1.485372	0.233449	0.011083	0.026535	0.034533	0.012232	0.007643	0.038657	0.001574	0.009599	0.007357	0.017438	0.008499	0.012977	0.004937	0.029712	0.021595	0.015879	0.007836	0.034255	0.015321	0.015005	0.006573	0.015040	0.007059	0.006643	0.006000	0.012709	0.001907	0.024092	0.002966	0.011697	0.043688	0.006057	0.017544	0.020261	0.021133	0.018654	0.010241	0.083296	0.011526	0.049798	0.016531	0.029893	0.006324	0.017175	0.001018	0.012933	0.028445	0.009138	0.008683	0.011574	0.012762	0.028649	0.005431	0.015432	0.016827	0.014685	0.007755	0.000432	0.021981	0.010771	0.014011
43000	-6227.894523	-6864.737880	636.843357	32.106858	3.000000	1.376110	0.244421	0.014001	0.027311	0.044687	0.009487	0.008758	0.033044	0.002517	0.018352	0.007466	0.017697	0.008160	0.017539	0.005010	0.030397	0.018418	0.021561	0.005329	0.034434	0.015548	0.016609	0.007982	0.013767	0.006414	0.011742	0.006089	0.012898	0.001935	0.006803	0.003010	0.012539	0.044949	0.006650	0.017804	0.021270	0.021448	0.021847	0.010393	0.069421	0.007963	0.048708	0.021223	0.029905	0.005251	0.017431	0.001034	0.020705	0.027483	0.009273	0.008812	0.007599	0.010710	0.029502	0.003620	0.016063	0.017077	0.006565	0.007550	0.001690	0.023400	0.010931	0.014220
43100	-6255.499770	-6885.130830	629.631060	32.218912	3.000000	1.344215	0.183987	0.013390	0.033794	0.035150	0.010667	0.010096	0.031864	0.004295	0.009331	0.009334	0.031190	0.011730	0.012503	0.002706	0.019313	0.017613	0.008959	0.008247	0.038847	0.014642	0.015883	0.007633	0.014599	0.005955	0.011228	0.001978	0.014972	0.002121	0.006433	0.002878	0.014315	0.042985	0.008822	0.015544	0.021443	0.027676	0.019328	0.010189	0.073306	0.010167	0.059624	0.020296	0.031982	0.005022	0.018561	0.002456	0.018356	0.026282	0.008868	0.008427	0.008698	0.012505	0.019208	0.003461	0.015361	0.023195	0.003904	0.007736	0.001616	0.030054	0.010454	0.012807
43200	-6235.883379	-6870.511035	634.627657	33.929437	3.000000	1.420554	0.130520	0.014058	0.030518	0.034973	0.007134	0.005956	0.033707	0.002982	0.010497	0.006738	0.021006	0.014364	0.009778	0.002693	0.029080	0.023140	0.015701	0.009154	0.034930	0.017496	0.012501	0.007728	0.014525	0.005925	0.011172	0.002015	0.014897	0.003657	0.011120	0.002387	0.013550	0.042769	0.006778	0.021274	0.021336	0.025410	0.015046	0.010138	0.080468	0.010116	0.056519	0.014751	0.031821	0.004996	0.023488	0.003722	0.017644	0.026150	0.010424	0.009221	0.008655	0.007866	0.028885	0.003444	0.010498	0.015892	0.005413	0.007937	0.001608	0.029903	0.010024	0.014425
43300	-6252.628679	-6881.188112	628.559432	30.151357	3.000000	1.483213	0.139463	0.015303	0.033503	0.026689	0.012810	0.005099	0.027217	0.001956	0.010740	0.005866	0.023916	0.012471	0.009678	0.004476	0.027192	0.018433	0.015539	0.009404	0.034569	0.014757	0.012794	0.007772	0.014970	0.005864	0.011057	0.002898	0.014269	0.003187	0.004349	0.004465	0.012697	0.038525	0.006708	0.021261	0.026241	0.025148	0.019992	0.010034	0.072281	0.014366	0.055936	0.011226	0.023597	0.006667	0.016651	0.003820	0.015824	0.028522	0.012552	0.009155	0.008238	0.016416	0.028587	0.006838	0.022895	0.015729	0.009116	0.007201	0.000957	0.033760	0.009921	0.017897
43400	-6210.046442	-6866.202229	656.155787	34.179218	3.000000	1.466822	0.143664	0.016373	0.037022	0.034943	0.010528	0.009786	0.029170	0.001739	0.018734	0.005773	0.028206	0.008918	0.013145	0.003593	0.020175	0.015493	0.016341	0.007442	0.035442	0.014523	0.012591	0.007214	0.014412	0.004689	0.014063	0.003313	0.014043	0.002106	0.009733	0.004574	0.013226	0.047469	0.006601	0.020839	0.020221	0.024748	0.019674	0.010910	0.071132	0.014137	0.044314	0.014936	0.025749	0.006561	0.013569	0.003760	0.015573	0.027863	0.012352	0.010303	0.009933	0.011675	0.029632	0.003263	0.022532	0.016132	0.009173	0.004992	0.000942	0.028399	0.011486	0.013820
43500	-6222.573874	-6865.498397	642.924523	30.230488	3.000000	1.417683	0.175226	0.012560	0.025392	0.032602	0.007937	0.016077	0.038818	0.001622	0.017479	0.004555	0.028140	0.008321	0.012264	0.003353	0.027154	0.014455	0.016534	0.010161	0.028106	0.013550	0.011748	0.009490	0.020012	0.004375	0.011866	0.003091	0.008323	0.001376	0.009081	0.004267	0.012340	0.044290	0.008363	0.019443	0.024582	0.023091	0.020099	0.010179	0.066368	0.013190	0.054388	0.015405	0.024024	0.006122	0.024902	0.003508	0.013624	0.027048	0.013999	0.015264	0.009268	0.010893	0.027647	0.005105	0.017943	0.010213	0.017122	0.005959	0.002804	0.026497	0.010717	0.012894
43600	-6201.849000	-6863.056731	661.207731	33.930083	3.000000	1.295070	0.178562	0.012768	0.021932	0.038012	0.008069	0.010685	0.040039	0.003079	0.008516	0.006545	0.027058	0.005852	0.010449	0.001527	0.027603	0.016179	0.016808	0.010329	0.025381	0.013775	0.011942	0.005838	0.017536	0.004448	0.012312	0.003964	0.010406	0.001596	0.008431	0.003335	0.011805	0.045024	0.008502	0.019897	0.028732	0.028838	0.016854	0.016287	0.067467	0.008869	0.052287	0.018383	0.024422	0.006223	0.025314	0.003566	0.011306	0.026309	0.014231	0.015888	0.009422	0.012612	0.027397	0.005190	0.018241	0.008998	0.017405	0.011234	0.000302	0.028318	0.010894	0.015370
43700	-6201.240635	-6831.298075	630.057439	31.555313	3.000000	1.606946	0.291553	0.016327	0.028986	0.034896	0.008595	0.010474	0.039250	0.003018	0.011424	0.006074	0.026525	0.009105	0.015448	0.001497	0.022507	0.015260	0.016477	0.012161	0.024881	0.015437	0.010253	0.011305	0.013771	0.002678	0.013542	0.003885	0.015069	0.002509	0.014396	0.003873	0.011572	0.044136	0.008334	0.019505	0.019788	0.028270	0.014602	0.015966	0.070215	0.009857	0.054789	0.017631	0.023941	0.005444	0.018129	0.002336	0.022761	0.025791	0.008107	0.015574	0.010630	0.017268	0.026034	0.003018	0.017881	0.014876	0.007302	0.007650	0.000296	0.022926	0.010680	0.015067
43800	-6212.232321	-6853.832912	641.600592	34.026340	3.000000	1.473171	0.291793	0.012152	0.032666	0.048723	0.008924	0.008359	0.037209	0.002861	0.012416	0.004021	0.025146	0.008963	0.014645	0.001419	0.021921	0.025838	0.019947	0.012945	0.031104	0.015106	0.017050	0.010985	0.020868	0.002676	0.012838	0.004053	0.014931	0.002119	0.013648	0.003291	0.011721	0.038529	0.006038	0.021164	0.018759	0.027647	0.013867	0.010972	0.078211	0.009345	0.045242	0.014925	0.022696	0.006771	0.015858	0.002215	0.022874	0.025206	0.007686	0.014765	0.010078	0.007906	0.025032	0.005143	0.016952	0.013501	0.007977	0.008867	0.001937	0.024371	0.006011	0.010911
43900	-6253.131079	-6874.725052	621.593972	32.035524	3.000000	1.401574	0.333365	0.014855	0.025187	0.045024	0.008956	0.006576	0.034138	0.002871	0.011553	0.003188	0.025238	0.009253	0.014502	0.002076	0.029316	0.025932	0.014229	0.012992	0.033158	0.020582	0.019146	0.011749	0.017086	0.003412	0.012885	0.002958	0.008388	0.003600	0.010018	0.002838	0.016320	0.050398	0.006090	0.023873	0.019085	0.020539	0.012001	0.011012	0.063413	0.010752	0.064017	0.014979	0.021137	0.007688	0.015916	0.002223	0.021494	0.022135	0.010359	0.009493	0.006794	0.005906	0.031367	0.003206	0.020336	0.013550	0.008762	0.008900	0.000368	0.026857	0.008277	0.011049
44000	-6206.067087	-6837.230544	631.163457	33.480499	3.000000	1.404600	0.325593	0.014551	0.026135	0.044368	0.008581	0.005836	0.033641	0.002830	0.012669	0.007981	0.026940	0.010297	0.012806	0.001605	0.022232	0.027215	0.014022	0.006619	0.035750	0.016244	0.010962	0.011578	0.015367	0.003362	0.012697	0.002240	0.005566	0.001484	0.009872	0.004177	0.013709	0.049664	0.006001	0.013140	0.020345	0.023838	0.016563	0.010851	0.083445	0.009097	0.063085	0.011731	0.020829	0.007576	0.019098	0.002191	0.021394	0.023716	0.010208	0.012537	0.010774	0.006660	0.028131	0.003761	0.020903	0.016413	0.011819	0.008770	0.000363	0.026466	0.008173	0.011125
44100	-6223.021128	-6853.420136	630.399008	35.494276	3.000000	1.564108	0.209355	0.015323	0.027521	0.043264	0.009036	0.006145	0.034625	0.001624	0.013341	0.008405	0.028319	0.012063	0.016001	0.001690	0.025625	0.014714	0.014765	0.006970	0.032936	0.010774	0.011543	0.006989	0.016182	0.003540	0.009626	0.002359	0.005861	0.002473	0.012193	0.004398	0.014436	0.052297	0.005579	0.014404	0.021423	0.023859	0.014287	0.011983	0.077537	0.009868	0.050938	0.012891	0.026064	0.007977	0.020111	0.002823	0.013956	0.024973	0.013471	0.013201	0.011345	0.007045	0.029623	0.003960	0.022011	0.017283	0.013217	0.008398	0.000382	0.030437	0.008606	0.017312
44200	-6230.727835	-6862.787822	632.059987	34.985672	3.000000	1.399302	0.134112	0.013544	0.024987	0.030789	0.009343	0.006271	0.034896	0.000848	0.011962	0.009862	0.029268	0.011497	0.012498	0.003828	0.035200	0.015207	0.014619	0.007539	0.034039	0.022021	0.011167	0.007747	0.015377	0.004592	0.009949	0.002359	0.013826	0.002556	0.012251	0.004545	0.014919	0.054048	0.005766	0.014669	0.015131	0.018905	0.012488	0.012385	0.088928	0.014334	0.045743	0.016073	0.026937	0.008244	0.020806	0.002917	0.014423	0.025809	0.007398	0.012996	0.008188	0.009158	0.030319	0.003086	0.017637	0.012989	0.008740	0.008679	0.000915	0.027997	0.008894	0.017892
44300	-6240.438218	-6865.436870	624.998652	35.990173	3.000000	1.326890	0.204008	0.014898	0.028592	0.031994	0.011583	0.011268	0.032965	0.000801	0.011301	0.011105	0.034848	0.010861	0.015609	0.003818	0.033252	0.019761	0.011688	0.011888	0.032907	0.017602	0.015120	0.007318	0.018291	0.006108	0.014769	0.002228	0.006890	0.002414	0.006900	0.003099	0.014094	0.050133	0.005447	0.015697	0.014135	0.027983	0.011797	0.014946	0.084008	0.013541	0.043213	0.015184	0.026159	0.005277	0.016070	0.002228	0.013625	0.028333	0.010493	0.007492	0.007735	0.009779	0.027734	0.002915	0.016661	0.012271	0.010125	0.008199	0.001001	0.027269	0.012719	0.013859
44400	-6227.248369	-6846.184696	618.936327	33.846829	3.000000	1.499663	0.247623	0.014746	0.030439	0.040571	0.011466	0.008117	0.032630	0.000793	0.011186	0.005082	0.034494	0.008009	0.011534	0.003779	0.028382	0.013647	0.015037	0.008325	0.024371	0.019888	0.014966	0.009402	0.019084	0.006046	0.008390	0.002842	0.011143	0.001906	0.012886	0.003241	0.013951	0.047806	0.008982	0.015538	0.019298	0.017558	0.014806	0.008149	0.085847	0.012410	0.053058	0.007347	0.019855	0.005223	0.015906	0.002205	0.019790	0.036812	0.010387	0.008274	0.007656	0.009680	0.028282	0.004871	0.016720	0.013790	0.016727	0.008116	0.000991	0.025201	0.012589	0.019772
44500	-6217.420451	-6859.923229	642.502778	34.487963	3.000000	1.542692	0.240521	0.013422	0.029727	0.035167	0.010274	0.009760	0.035696	0.002043	0.011887	0.008443	0.031782	0.005855	0.011314	0.001533	0.026461	0.013328	0.014686	0.009790	0.032159	0.022447	0.012917	0.008994	0.021429	0.005905	0.010191	0.008668	0.014637	0.001861	0.009302	0.003165	0.013408	0.046688	0.007764	0.015174	0.020390	0.023546	0.014460	0.010557	0.076349	0.017124	0.053785	0.007176	0.022037	0.005117	0.012689	0.003741	0.019327	0.024411	0.013234	0.009882	0.007090	0.009751	0.034649	0.004758	0.015103	0.019049	0.014712	0.010648	0.000968	0.024612	0.009742	0.009218
44600	-6221.732288	-6841.770808	620.038520	35.023396	3.000000	1.304265	0.198258	0.009820	0.028635	0.034757	0.008631	0.009979	0.036495	0.002909	0.017124	0.004354	0.032494	0.007193	0.016794	0.001567	0.021323	0.018343	0.014073	0.010009	0.032879	0.014756	0.011620	0.009195	0.020820	0.007491	0.010419	0.006662	0.011711	0.001903	0.012513	0.003236	0.012763	0.049651	0.006253	0.023600	0.017873	0.024073	0.014783	0.010793	0.078059	0.010894	0.053491	0.008552	0.023700	0.005232	0.012973	0.001246	0.019760	0.027064	0.010489	0.010103	0.010958	0.010356	0.029056	0.006256	0.017541	0.013544	0.015042	0.011592	0.001598	0.024205	0.010418	0.010377
44700	-6221.570442	-6838.012191	616.441749	35.226936	3.000000	1.545205	0.250724	0.011390	0.029622	0.035955	0.011190	0.010322	0.041506	0.002385	0.017714	0.004504	0.033614	0.009573	0.009673	0.000783	0.021247	0.018927	0.011703	0.011178	0.030129	0.017933	0.011405	0.009512	0.016563	0.004282	0.010778	0.002100	0.012115	0.002082	0.007951	0.002265	0.013203	0.048069	0.005976	0.024413	0.019845	0.024903	0.015293	0.011165	0.080749	0.012054	0.055334	0.008846	0.017113	0.005412	0.014390	0.001289	0.018194	0.027997	0.010601	0.010451	0.011336	0.014934	0.030057	0.006472	0.027184	0.014011	0.008531	0.011992	0.000466	0.021235	0.009349	0.010735
